assessment,assessment_status,type_of_assessment,is_custom,grade,module,curriculum,school,date_launched,date_completed,overall_points_achieved,overall_points_possible,overall_percentage,performance_band
"Grade 3, Module 4, Topic F Quiz 3",open,TQ,FALSE,3,4,em2ca,Driftwood Elementary School,1/20/25,1/20/25,10,14,71,proficient
"Grade 4, Module 5, Topic D Quiz 3",open,TQ,FALSE,4,5,em2ca,Heritage Pines Elementary School,11/26/25,11/26/25,6,7,86,advanced
"Grade 5, Module 5, Topic E Quiz 3",open,TQ,FALSE,5,5,em2ca,Hawthorn Park Elementary School,11/15/25,11/15/25,14,17,82,advanced
"Grade 3, Module 5, Topic D Quiz 2",open,TQ,FALSE,3,5,em2ca,Foxglen Elementary School,2/11/25,2/11/25,2,8,25,not yet proficient
"Grade 5, Module 1, Topic F Quiz 3",open,TQ,FALSE,5,1,em2ca,Quartz Creek Elementary School,2/22/25,2/22/25,13,18,72,proficient
"Grade 3, Module 6, Topic B Quiz 2",open,TQ,FALSE,3,6,em2ca,Copperfield Elementary School,8/28/25,8/28/25,2,7,29,not yet proficient
"Grade 3, Module 6, Topic F Quiz 2",open,TQ,FALSE,3,6,em2ca,Copperfield Elementary School,8/18/25,8/18/25,7,18,39,not yet proficient
"Grade 5, Module 2, Topic F Quiz 1",open,TQ,FALSE,5,2,em2ca,Songbird Meadows Elementary School,4/18/25,4/18/25,18,18,100,advanced
"Grade 4, Module 3, Topic A Quiz 3",open,TQ,FALSE,4,3,em2ca,Birchwood Elementary School,4/26/25,4/26/25,3,15,20,not yet proficient
"Grade 5, Module 6, Topic E Quiz 2",open,TQ,FALSE,5,6,em2ca,Birchwood Elementary School,1/28/25,1/28/25,5,18,28,not yet proficient
"Grade 3, Module 2, Topic D Quiz 3",open,TQ,FALSE,3,2,em2ca,Cobblestone Elementary School,1/4/25,1/4/25,2,7,29,not yet proficient
"Grade 3, Module 5, Topic E Quiz 3",open,TQ,FALSE,3,5,em2ca,Glacier Peak Elementary School,3/5/25,3/5/25,6,14,43,not yet proficient
"Grade 4, Module 3, Topic F Quiz 1",open,TQ,FALSE,4,3,em2ca,Glacier Peak Elementary School,6/19/25,6/19/25,6,9,67,proficient
"Grade 4, Module 5, Topic D Quiz 2",open,TQ,FALSE,4,5,em2ca,Driftwood Elementary School,3/12/25,3/12/25,11,12,92,advanced
"Grade 4, Module 1, Topic E Quiz 3",open,TQ,FALSE,4,1,em2ca,Aspen Grove Elementary School,7/16/25,7/16/25,11,14,79,proficient
"Grade 5, Module 6, Topic F Quiz 3",open,TQ,FALSE,5,6,em2ca,Driftwood Elementary School,7/7/25,7/7/25,17,17,100,advanced
"Grade 4, Module 4, Topic A Quiz 3",open,TQ,FALSE,4,4,em2ca,Thornberry Elementary School,1/20/25,1/20/25,6,16,38,not yet proficient
"Grade 3, Module 4, Topic F Quiz 3",open,TQ,FALSE,3,4,em2ca,Birchwood Elementary School,9/18/25,9/18/25,1,15,7,not yet proficient
"Grade 5, Module 6, Topic B Quiz 2",open,TQ,FALSE,5,6,em2ca,Periwinkle Elementary School,2/10/25,2/10/25,10,13,77,proficient
"Grade 5, Module 2, Topic A Quiz 3",open,TQ,FALSE,5,2,em2ca,Heritage Pines Elementary School,2/1/25,2/1/25,17,17,100,advanced
"Grade 3, Module 6, Topic E Quiz 2",open,TQ,FALSE,3,6,em2ca,Quartz Creek Elementary School,1/20/25,1/20/25,4,11,36,not yet proficient
"Grade 4, Module 2, Topic C Quiz 1",open,TQ,FALSE,4,2,em2ca,Copperfield Elementary School,2/4/25,2/4/25,8,10,80,advanced
"Grade 3, Module 1, Topic D Quiz 3",open,TQ,FALSE,3,1,em2ca,Driftwood Elementary School,10/13/25,10/13/25,10,15,67,proficient
"Grade 5, Module 1, Topic D Quiz 2",open,TQ,FALSE,5,1,em2ca,Cobblestone Elementary School,2/21/25,2/21/25,4,9,44,not yet proficient
"Grade 5, Module 1, Topic A Quiz 3",open,TQ,FALSE,5,1,em2ca,Birchwood Elementary School,4/18/25,4/18/25,3,6,50,partially proficient
"Grade 3, Module 1, Topic F Quiz 1",open,TQ,FALSE,3,1,em2ca,Quartz Creek Elementary School,10/3/25,10/3/25,6,18,33,not yet proficient
"Grade 4, Module 5, Topic C Quiz 3",open,TQ,FALSE,4,5,em2ca,Quartz Creek Elementary School,10/7/25,10/7/25,3,11,27,not yet proficient
"Grade 4, Module 6, Topic D Quiz 2",open,TQ,FALSE,4,6,em2ca,Cobblestone Elementary School,11/11/25,11/11/25,0,13,0,not yet proficient
"Grade 4, Module 5, Topic F Quiz 2",open,TQ,FALSE,4,5,em2ca,Driftwood Elementary School,4/12/25,4/12/25,11,16,69,proficient
"Grade 3, Module 1, Topic D Quiz 2",open,TQ,FALSE,3,1,em2ca,Periwinkle Elementary School,5/19/25,5/19/25,7,11,64,partially proficient
"Grade 4, Module 6, Topic D Quiz 1",open,TQ,FALSE,4,6,em2ca,Birchwood Elementary School,2/16/25,2/16/25,3,14,21,not yet proficient
"Grade 5, Module 2, Topic B Quiz 2",open,TQ,FALSE,5,2,em2ca,Hawthorn Park Elementary School,5/25/25,5/25/25,8,8,100,advanced
"Grade 3, Module 6, Topic F Quiz 3",open,TQ,FALSE,3,6,em2ca,Periwinkle Elementary School,4/16/25,4/16/25,8,16,50,partially proficient
"Grade 3, Module 1, Topic F Quiz 1",open,TQ,FALSE,3,1,em2ca,Thornberry Elementary School,5/23/25,5/23/25,2,10,20,not yet proficient
"Grade 3, Module 3, Topic C Quiz 3",open,TQ,FALSE,3,3,em2ca,Hawthorn Park Elementary School,6/25/25,6/25/25,11,15,73,proficient
"Grade 4, Module 3, Topic F Quiz 2",open,TQ,FALSE,4,3,em2ca,Heritage Pines Elementary School,3/1/25,3/1/25,8,9,89,advanced
"Grade 3, Module 3, Topic B Quiz 3",open,TQ,FALSE,3,3,em2ca,Songbird Meadows Elementary School,9/10/25,9/10/25,9,12,75,proficient
"Grade 5, Module 3, Topic C Quiz 1",open,TQ,FALSE,5,3,em2ca,Copperfield Elementary School,9/17/25,9/17/25,8,14,57,partially proficient
"Grade 3, Module 5, Topic A Quiz 1",open,TQ,FALSE,3,5,em2ca,Cobblestone Elementary School,6/22/25,6/22/25,2,11,18,not yet proficient
"Grade 4, Module 6, Topic C Quiz 1",open,TQ,FALSE,4,6,em2ca,Riverbend Elementary School,6/28/25,6/28/25,3,6,50,partially proficient
"Grade 4, Module 1, Topic F Quiz 1",open,TQ,FALSE,4,1,em2ca,Driftwood Elementary School,2/24/25,2/24/25,7,7,100,advanced
"Grade 4, Module 2, Topic F Quiz 2",open,TQ,FALSE,4,2,em2ca,Birchwood Elementary School,9/1/25,9/1/25,4,13,31,not yet proficient
"Grade 4, Module 4, Topic A Quiz 1",open,TQ,FALSE,4,4,em2ca,Driftwood Elementary School,9/7/25,9/7/25,4,6,67,proficient
"Grade 5, Module 2, Topic D Quiz 1",open,TQ,FALSE,5,2,em2ca,Aspen Grove Elementary School,1/6/25,1/6/25,8,9,89,advanced
"Grade 3, Module 3, Topic B Quiz 1",open,TQ,FALSE,3,3,em2ca,Wildflower Elementary School,11/15/25,11/15/25,4,10,40,not yet proficient
"Grade 4, Module 3, Topic B Quiz 3",open,TQ,FALSE,4,3,em2ca,Glacier Peak Elementary School,4/6/25,4/6/25,8,12,67,proficient
"Grade 5, Module 6, Topic B Quiz 1",open,TQ,FALSE,5,6,em2ca,Periwinkle Elementary School,11/24/25,11/24/25,9,16,56,partially proficient
"Grade 5, Module 2, Topic A Quiz 1",open,TQ,FALSE,5,2,em2ca,Hawthorn Park Elementary School,4/17/25,4/17/25,12,12,100,advanced
"Grade 5, Module 1, Topic B Quiz 2",open,TQ,FALSE,5,1,em2ca,Lantern Hill Elementary School,11/3/25,11/3/25,6,9,67,proficient
"Grade 5, Module 4, Topic B Quiz 2",open,TQ,FALSE,5,4,em2ca,Birchwood Elementary School,2/4/25,2/4/25,3,13,23,not yet proficient
"Grade 5, Module 3, Topic A Quiz 2",open,TQ,FALSE,5,3,em2ca,Foxglen Elementary School,6/17/25,6/17/25,7,13,54,partially proficient
"Grade 3, Module 3, Topic B Quiz 3",open,TQ,FALSE,3,3,em2ca,Songbird Meadows Elementary School,3/26/25,3/26/25,12,17,71,proficient
"Grade 3, Module 2, Topic F Quiz 2",open,TQ,FALSE,3,2,em2ca,Crescent Cove Elementary School,6/9/25,6/9/25,15,17,88,advanced
"Grade 3, Module 6, Topic E Quiz 3",open,TQ,FALSE,3,6,em2ca,Sequoia Elementary School,11/15/25,11/15/25,10,12,83,advanced
"Grade 4, Module 3, Topic D Quiz 1",open,TQ,FALSE,4,3,em2ca,Riverbend Elementary School,7/1/25,7/1/25,9,16,56,partially proficient
"Grade 5, Module 6, Topic E Quiz 1",open,TQ,FALSE,5,6,em2ca,Lantern Hill Elementary School,8/4/25,8/4/25,6,10,60,partially proficient
"Grade 4, Module 2, Topic E Quiz 3",open,TQ,FALSE,4,2,em2ca,Thornberry Elementary School,4/13/25,4/13/25,3,11,27,not yet proficient
"Grade 3, Module 1, Topic B Quiz 3",open,TQ,FALSE,3,1,em2ca,Cobblestone Elementary School,1/5/25,1/5/25,1,15,7,not yet proficient
"Grade 4, Module 6, Topic A Quiz 3",open,TQ,FALSE,4,6,em2ca,Aspen Grove Elementary School,3/25/25,3/25/25,6,10,60,partially proficient
"Grade 5, Module 4, Topic F Quiz 1",open,TQ,FALSE,5,4,em2ca,Glacier Peak Elementary School,4/26/25,4/26/25,5,7,71,proficient
"Grade 5, Module 2, Topic C Quiz 3",open,TQ,FALSE,5,2,em2ca,Marigold Elementary School,10/8/25,10/8/25,13,16,81,advanced
"Grade 5, Module 1, Topic D Quiz 1",open,TQ,FALSE,5,1,em2ca,Lantern Hill Elementary School,8/24/25,8/24/25,9,12,75,proficient
"Grade 5, Module 5, Topic F Quiz 2",open,TQ,FALSE,5,5,em2ca,Periwinkle Elementary School,5/25/25,5/25/25,11,13,85,advanced
"Grade 4, Module 4, Topic B Quiz 3",open,TQ,FALSE,4,4,em2ca,Periwinkle Elementary School,9/7/25,9/7/25,9,17,53,partially proficient
"Grade 4, Module 1, Topic B Quiz 1",open,TQ,FALSE,4,1,em2ca,Thornberry Elementary School,8/20/25,8/20/25,7,13,54,partially proficient
"Grade 3, Module 2, Topic A Quiz 3",open,TQ,FALSE,3,2,em2ca,Marigold Elementary School,9/20/25,9/20/25,10,17,59,partially proficient
"Grade 5, Module 4, Topic C Quiz 1",open,TQ,FALSE,5,4,em2ca,Foxglen Elementary School,1/25/25,1/25/25,3,12,25,not yet proficient
"Grade 3, Module 3, Topic F Quiz 2",open,TQ,FALSE,3,3,em2ca,Quartz Creek Elementary School,5/14/25,5/14/25,4,14,29,not yet proficient
"Grade 3, Module 1, Topic E Quiz 1",open,TQ,FALSE,3,1,em2ca,Lantern Hill Elementary School,7/15/25,7/15/25,8,15,53,partially proficient
"Grade 5, Module 3, Topic B Quiz 1",open,TQ,FALSE,5,3,em2ca,Quartz Creek Elementary School,11/19/25,11/19/25,8,18,44,not yet proficient
"Grade 3, Module 6, Topic B Quiz 1",open,TQ,FALSE,3,6,em2ca,Aspen Grove Elementary School,1/21/25,1/21/25,5,10,50,partially proficient
"Grade 3, Module 1, Topic E Quiz 3",open,TQ,FALSE,3,1,em2ca,Marigold Elementary School,10/24/25,10/24/25,7,14,50,partially proficient
"Grade 5, Module 1, Topic F Quiz 1",open,TQ,FALSE,5,1,em2ca,Driftwood Elementary School,1/17/25,1/17/25,16,16,100,advanced
"Grade 4, Module 5, Topic C Quiz 3",open,TQ,FALSE,4,5,em2ca,Heritage Pines Elementary School,10/7/25,10/7/25,15,18,83,advanced
"Grade 3, Module 4, Topic B Quiz 3",open,TQ,FALSE,3,4,em2ca,Sequoia Elementary School,5/11/25,5/11/25,10,15,67,proficient
"Grade 4, Module 5, Topic E Quiz 1",open,TQ,FALSE,4,5,em2ca,Periwinkle Elementary School,2/19/25,2/19/25,7,9,78,proficient
"Grade 4, Module 2, Topic B Quiz 3",open,TQ,FALSE,4,2,em2ca,Sunflower Ridge Elementary School,8/24/25,8/24/25,3,6,50,partially proficient
"Grade 3, Module 6, Topic C Quiz 2",open,TQ,FALSE,3,6,em2ca,Birchwood Elementary School,1/11/25,1/11/25,0,6,0,not yet proficient
"Grade 4, Module 6, Topic A Quiz 1",open,TQ,FALSE,4,6,em2ca,Sequoia Elementary School,3/8/25,3/8/25,9,12,75,proficient
"Grade 4, Module 1, Topic A Quiz 1",open,TQ,FALSE,4,1,em2ca,Thornberry Elementary School,10/25/25,10/25/25,5,16,31,not yet proficient
"Grade 5, Module 2, Topic B Quiz 1",open,TQ,FALSE,5,2,em2ca,Periwinkle Elementary School,7/1/25,7/1/25,6,8,75,proficient
"Grade 3, Module 5, Topic D Quiz 2",open,TQ,FALSE,3,5,em2ca,Marigold Elementary School,2/1/25,2/1/25,11,15,73,proficient
"Grade 3, Module 1, Topic C Quiz 1",open,TQ,FALSE,3,1,em2ca,Riverbend Elementary School,4/27/25,4/27/25,3,7,43,not yet proficient
"Grade 4, Module 6, Topic A Quiz 1",open,TQ,FALSE,4,6,em2ca,Foxglen Elementary School,4/14/25,4/14/25,5,16,31,not yet proficient
"Grade 4, Module 3, Topic E Quiz 1",open,TQ,FALSE,4,3,em2ca,Wildflower Elementary School,11/17/25,11/17/25,3,6,50,partially proficient
"Grade 3, Module 3, Topic F Quiz 1",open,TQ,FALSE,3,3,em2ca,Sunflower Ridge Elementary School,2/16/25,2/16/25,2,16,13,not yet proficient
"Grade 4, Module 2, Topic B Quiz 2",open,TQ,FALSE,4,2,em2ca,Wildflower Elementary School,7/19/25,7/19/25,5,7,71,proficient
"Grade 4, Module 5, Topic B Quiz 2",open,TQ,FALSE,4,5,em2ca,Crescent Cove Elementary School,10/6/25,10/6/25,10,11,91,advanced
"Grade 5, Module 4, Topic A Quiz 2",open,TQ,FALSE,5,4,em2ca,Birchwood Elementary School,11/17/25,11/17/25,4,12,33,not yet proficient
"Grade 3, Module 3, Topic F Quiz 2",open,TQ,FALSE,3,3,em2ca,Cobblestone Elementary School,6/17/25,6/17/25,0,15,0,not yet proficient
"Grade 3, Module 6, Topic E Quiz 2",open,TQ,FALSE,3,6,em2ca,Glacier Peak Elementary School,10/18/25,10/18/25,4,9,44,not yet proficient
"Grade 5, Module 1, Topic C Quiz 2",open,TQ,FALSE,5,1,em2ca,Driftwood Elementary School,8/25/25,8/25/25,13,13,100,advanced
"Grade 5, Module 6, Topic C Quiz 2",open,TQ,FALSE,5,6,em2ca,Sunflower Ridge Elementary School,11/4/25,11/4/25,4,15,27,not yet proficient
"Grade 5, Module 4, Topic A Quiz 2",open,TQ,FALSE,5,4,em2ca,Sunflower Ridge Elementary School,11/28/25,11/28/25,3,14,21,not yet proficient
"Grade 5, Module 2, Topic F Quiz 1",open,TQ,FALSE,5,2,em2ca,Cobblestone Elementary School,10/9/25,10/9/25,3,14,21,not yet proficient
"Grade 4, Module 2, Topic C Quiz 3",open,TQ,FALSE,4,2,em2ca,Quartz Creek Elementary School,3/12/25,3/12/25,10,16,63,partially proficient
"Grade 5, Module 6, Topic C Quiz 3",open,TQ,FALSE,5,6,em2ca,Periwinkle Elementary School,6/27/25,6/27/25,14,18,78,proficient
"Grade 4, Module 4, Topic C Quiz 3",open,TQ,FALSE,4,4,em2ca,Periwinkle Elementary School,8/2/25,8/2/25,7,12,58,partially proficient
"Grade 3, Module 3, Topic F Quiz 2",open,TQ,FALSE,3,3,em2ca,Riverbend Elementary School,3/6/25,3/6/25,4,14,29,not yet proficient
"Grade 3, Module 4, Topic B Quiz 2",open,TQ,FALSE,3,4,em2ca,Thornberry Elementary School,3/14/25,3/14/25,4,17,24,not yet proficient
"Grade 5, Module 2, Topic A Quiz 3",open,TQ,FALSE,5,2,em2ca,Periwinkle Elementary School,8/19/25,8/19/25,13,17,76,proficient
"Grade 3, Module 2, Topic A Quiz 3",open,TQ,FALSE,3,2,em2ca,Glacier Peak Elementary School,4/16/25,4/16/25,8,12,67,proficient
"Grade 3, Module 6, Topic F Quiz 1",open,TQ,FALSE,3,6,em2ca,Hawthorn Park Elementary School,7/4/25,7/4/25,5,8,63,partially proficient
"Grade 4, Module 2, Topic E Quiz 3",open,TQ,FALSE,4,2,em2ca,Thornberry Elementary School,10/3/25,10/3/25,3,7,43,not yet proficient
"Grade 4, Module 5, Topic E Quiz 3",open,TQ,FALSE,4,5,em2ca,Riverbend Elementary School,7/10/25,7/10/25,7,13,54,partially proficient
"Grade 5, Module 2, Topic D Quiz 2",open,TQ,FALSE,5,2,em2ca,Marigold Elementary School,8/27/25,8/27/25,8,8,100,advanced
"Grade 4, Module 1, Topic C Quiz 3",open,TQ,FALSE,4,1,em2ca,Sunflower Ridge Elementary School,9/25/25,9/25/25,5,16,31,not yet proficient
"Grade 4, Module 6, Topic C Quiz 3",open,TQ,FALSE,4,6,em2ca,Hawthorn Park Elementary School,11/22/25,11/22/25,6,9,67,proficient
"Grade 5, Module 3, Topic C Quiz 2",open,TQ,FALSE,5,3,em2ca,Sequoia Elementary School,2/24/25,2/24/25,15,16,94,advanced
"Grade 4, Module 2, Topic D Quiz 1",open,TQ,FALSE,4,2,em2ca,Copperfield Elementary School,11/6/25,11/6/25,5,8,63,partially proficient
"Grade 4, Module 2, Topic E Quiz 2",open,TQ,FALSE,4,2,em2ca,Foxglen Elementary School,3/2/25,3/2/25,3,8,38,not yet proficient
"Grade 5, Module 6, Topic B Quiz 1",open,TQ,FALSE,5,6,em2ca,Crescent Cove Elementary School,6/26/25,6/26/25,16,17,94,advanced
"Grade 4, Module 1, Topic F Quiz 2",open,TQ,FALSE,4,1,em2ca,Hawthorn Park Elementary School,9/10/25,9/10/25,8,10,80,advanced
"Grade 5, Module 6, Topic D Quiz 1",open,TQ,FALSE,5,6,em2ca,Heritage Pines Elementary School,9/18/25,9/18/25,7,8,88,advanced
"Grade 4, Module 2, Topic F Quiz 3",open,TQ,FALSE,4,2,em2ca,Marigold Elementary School,4/17/25,4/17/25,8,13,62,partially proficient
"Grade 3, Module 2, Topic F Quiz 1",open,TQ,FALSE,3,2,em2ca,Crescent Cove Elementary School,2/8/25,2/8/25,10,13,77,proficient
"Grade 5, Module 4, Topic F Quiz 1",open,TQ,FALSE,5,4,em2ca,Hawthorn Park Elementary School,10/13/25,10/13/25,12,17,71,proficient
"Grade 3, Module 6, Topic E Quiz 1",open,TQ,FALSE,3,6,em2ca,Thornberry Elementary School,9/1/25,9/1/25,4,16,25,not yet proficient
"Grade 3, Module 4, Topic F Quiz 3",open,TQ,FALSE,3,4,em2ca,Songbird Meadows Elementary School,8/9/25,8/9/25,10,17,59,partially proficient
"Grade 4, Module 2, Topic B Quiz 2",open,TQ,FALSE,4,2,em2ca,Thornberry Elementary School,4/11/25,4/11/25,3,9,33,not yet proficient
"Grade 4, Module 5, Topic B Quiz 1",open,TQ,FALSE,4,5,em2ca,Sequoia Elementary School,11/20/25,11/20/25,12,12,100,advanced
"Grade 5, Module 4, Topic F Quiz 3",open,TQ,FALSE,5,4,em2ca,Crescent Cove Elementary School,6/26/25,6/26/25,5,6,83,advanced
"Grade 3, Module 1, Topic F Quiz 1",open,TQ,FALSE,3,1,em2ca,Lantern Hill Elementary School,3/28/25,3/28/25,6,10,60,partially proficient
"Grade 4, Module 2, Topic A Quiz 1",open,TQ,FALSE,4,2,em2ca,Songbird Meadows Elementary School,7/14/25,7/14/25,12,13,92,advanced
"Grade 4, Module 2, Topic A Quiz 3",open,TQ,FALSE,4,2,em2ca,Sequoia Elementary School,6/20/25,6/20/25,8,8,100,advanced
"Grade 5, Module 1, Topic E Quiz 3",open,TQ,FALSE,5,1,em2ca,Foxglen Elementary School,8/25/25,8/25/25,3,6,50,partially proficient
"Grade 4, Module 4, Topic A Quiz 3",open,TQ,FALSE,4,4,em2ca,Periwinkle Elementary School,11/7/25,11/7/25,5,10,50,partially proficient
"Grade 5, Module 3, Topic E Quiz 1",open,TQ,FALSE,5,3,em2ca,Aspen Grove Elementary School,11/14/25,11/14/25,10,15,67,proficient
"Grade 3, Module 4, Topic F Quiz 3",open,TQ,FALSE,3,4,em2ca,Sequoia Elementary School,10/6/25,10/6/25,13,15,87,advanced
"Grade 5, Module 6, Topic B Quiz 1",open,TQ,FALSE,5,6,em2ca,Wildflower Elementary School,8/5/25,8/5/25,11,18,61,partially proficient
"Grade 3, Module 6, Topic A Quiz 1",open,TQ,FALSE,3,6,em2ca,Periwinkle Elementary School,11/16/25,11/16/25,5,16,31,not yet proficient
"Grade 4, Module 4, Topic A Quiz 3",open,TQ,FALSE,4,4,em2ca,Heritage Pines Elementary School,10/28/25,10/28/25,12,17,71,proficient
"Grade 3, Module 5, Topic B Quiz 3",open,TQ,FALSE,3,5,em2ca,Periwinkle Elementary School,8/23/25,8/23/25,6,15,40,not yet proficient
"Grade 5, Module 3, Topic E Quiz 2",open,TQ,FALSE,5,3,em2ca,Quartz Creek Elementary School,6/24/25,6/24/25,3,7,43,not yet proficient
"Grade 5, Module 1, Topic D Quiz 2",open,TQ,FALSE,5,1,em2ca,Heritage Pines Elementary School,5/16/25,5/16/25,6,6,100,advanced
"Grade 3, Module 4, Topic F Quiz 2",open,TQ,FALSE,3,4,em2ca,Songbird Meadows Elementary School,5/5/25,5/5/25,9,18,50,partially proficient
"Grade 4, Module 5, Topic C Quiz 2",open,TQ,FALSE,4,5,em2ca,Aspen Grove Elementary School,5/25/25,5/25/25,4,8,50,partially proficient
"Grade 5, Module 4, Topic A Quiz 1",open,TQ,FALSE,5,4,em2ca,Heritage Pines Elementary School,10/16/25,10/16/25,10,11,91,advanced
"Grade 5, Module 4, Topic D Quiz 1",open,TQ,FALSE,5,4,em2ca,Songbird Meadows Elementary School,7/11/25,7/11/25,12,17,71,proficient
"Grade 5, Module 1, Topic D Quiz 2",open,TQ,FALSE,5,1,em2ca,Sunflower Ridge Elementary School,4/6/25,4/6/25,5,12,42,not yet proficient
"Grade 3, Module 4, Topic B Quiz 1",open,TQ,FALSE,3,4,em2ca,Wildflower Elementary School,5/28/25,5/28/25,6,18,33,not yet proficient
"Grade 3, Module 4, Topic B Quiz 2",open,TQ,FALSE,3,4,em2ca,Aspen Grove Elementary School,4/7/25,4/7/25,6,15,40,not yet proficient
"Grade 3, Module 1, Topic C Quiz 1",open,TQ,FALSE,3,1,em2ca,Glacier Peak Elementary School,11/2/25,11/2/25,6,13,46,partially proficient
"Grade 5, Module 3, Topic E Quiz 2",open,TQ,FALSE,5,3,em2ca,Hawthorn Park Elementary School,1/18/25,1/18/25,15,15,100,advanced
"Grade 3, Module 4, Topic E Quiz 1",open,TQ,FALSE,3,4,em2ca,Crescent Cove Elementary School,6/25/25,6/25/25,11,16,69,proficient
"Grade 3, Module 4, Topic B Quiz 1",open,TQ,FALSE,3,4,em2ca,Glacier Peak Elementary School,1/16/25,1/16/25,5,12,42,not yet proficient
"Grade 3, Module 2, Topic B Quiz 2",open,TQ,FALSE,3,2,em2ca,Thornberry Elementary School,5/3/25,5/3/25,1,6,17,not yet proficient
"Grade 3, Module 6, Topic F Quiz 1",open,TQ,FALSE,3,6,em2ca,Marigold Elementary School,1/25/25,1/25/25,11,17,65,proficient
"Grade 3, Module 6, Topic D Quiz 1",open,TQ,FALSE,3,6,em2ca,Cobblestone Elementary School,9/12/25,9/12/25,0,10,0,not yet proficient
"Grade 3, Module 3, Topic C Quiz 1",open,TQ,FALSE,3,3,em2ca,Cobblestone Elementary School,11/15/25,11/15/25,0,13,0,not yet proficient
"Grade 4, Module 3, Topic B Quiz 2",open,TQ,FALSE,4,3,em2ca,Copperfield Elementary School,1/6/25,1/6/25,4,8,50,partially proficient
"Grade 4, Module 2, Topic E Quiz 2",open,TQ,FALSE,4,2,em2ca,Driftwood Elementary School,11/24/25,11/24/25,13,13,100,advanced
"Grade 3, Module 2, Topic F Quiz 3",open,TQ,FALSE,3,2,em2ca,Birchwood Elementary School,10/3/25,10/3/25,2,8,25,not yet proficient
"Grade 3, Module 4, Topic C Quiz 3",open,TQ,FALSE,3,4,em2ca,Aspen Grove Elementary School,1/3/25,1/3/25,4,11,36,not yet proficient
"Grade 4, Module 6, Topic F Quiz 2",open,TQ,FALSE,4,6,em2ca,Crescent Cove Elementary School,3/10/25,3/10/25,10,14,71,proficient
"Grade 3, Module 4, Topic D Quiz 1",open,TQ,FALSE,3,4,em2ca,Marigold Elementary School,8/6/25,8/6/25,9,12,75,proficient
"Grade 4, Module 1, Topic D Quiz 1",open,TQ,FALSE,4,1,em2ca,Copperfield Elementary School,10/16/25,10/16/25,2,7,29,not yet proficient
"Grade 3, Module 5, Topic B Quiz 1",open,TQ,FALSE,3,5,em2ca,Glacier Peak Elementary School,4/3/25,4/3/25,6,11,55,partially proficient
"Grade 3, Module 2, Topic D Quiz 3",open,TQ,FALSE,3,2,em2ca,Foxglen Elementary School,6/5/25,6/5/25,6,14,43,not yet proficient
"Grade 3, Module 3, Topic B Quiz 3",open,TQ,FALSE,3,3,em2ca,Thornberry Elementary School,6/17/25,6/17/25,1,6,17,not yet proficient
"Grade 4, Module 5, Topic F Quiz 3",open,TQ,FALSE,4,5,em2ca,Riverbend Elementary School,6/23/25,6/23/25,5,9,56,partially proficient
"Grade 3, Module 1, Topic B Quiz 2",open,TQ,FALSE,3,1,em2ca,Aspen Grove Elementary School,1/4/25,1/4/25,7,11,64,partially proficient
"Grade 3, Module 6, Topic C Quiz 2",open,TQ,FALSE,3,6,em2ca,Quartz Creek Elementary School,8/25/25,8/25/25,1,7,14,not yet proficient
"Grade 4, Module 5, Topic F Quiz 1",open,TQ,FALSE,4,5,em2ca,Songbird Meadows Elementary School,3/21/25,3/21/25,8,10,80,advanced
"Grade 4, Module 5, Topic E Quiz 2",open,TQ,FALSE,4,5,em2ca,Marigold Elementary School,11/19/25,11/19/25,9,13,69,proficient
"Grade 5, Module 1, Topic A Quiz 3",open,TQ,FALSE,5,1,em2ca,Driftwood Elementary School,10/7/25,10/7/25,9,10,90,advanced
"Grade 4, Module 6, Topic E Quiz 3",open,TQ,FALSE,4,6,em2ca,Periwinkle Elementary School,1/15/25,1/15/25,6,9,67,proficient
"Grade 5, Module 4, Topic A Quiz 1",open,TQ,FALSE,5,4,em2ca,Foxglen Elementary School,3/4/25,3/4/25,4,9,44,not yet proficient
"Grade 3, Module 5, Topic B Quiz 3",open,TQ,FALSE,3,5,em2ca,Marigold Elementary School,1/19/25,1/19/25,8,13,62,partially proficient
"Grade 3, Module 6, Topic D Quiz 3",open,TQ,FALSE,3,6,em2ca,Birchwood Elementary School,9/22/25,9/22/25,1,6,17,not yet proficient
